Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,MGH Waltham - Patient Garage #1,52 2nd Ave,Ground level just before garage exit.,Waltham,MA,02451,,,E,,Public,24 hours daily; Enel X Way app,ACCOUNT_BALANCE,,,,,2,,,Non-Networked,,200-8,42.39535,-71.26347,2023-06-12,261671,2025-10-22 18:02:13 UTC,P,,,2022-04-27,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,$0.27 per kWh,,,,,,,,,,false,,,,,,,,LD,true,
ELEC,MGH Charlestown 199 Garage,6 13th St,,Boston,MA,02129,,,E,,Public,24 hours daily; Enel X Way app,ACCOUNT_BALANCE,,,,,32,,,Non-Networked,,200-8,42.3786,-71.05215,2023-06-12,261672,2025-10-22 18:02:13 UTC,P,,,2022-12-24,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,BWH 5 Francis,5 Francis St,,Boston,MA,02115,,,E,,Public,24 hours daily; Enel X Way app,ACCOUNT_BALANCE,,,,,10,,,Non-Networked,,200-8,42.33481,-71.10508,2023-06-12,261673,2025-10-22 18:02:13 UTC,P,,,2023-05-01,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,BWH 80 Francis,80 Francis St,,Boston,MA,02115,,,E,,Public,24 hours daily; Enel X Way app,ACCOUNT_BALANCE,,,,,4,,,Non-Networked,,200-8,42.33646,-71.10904,2023-06-12,261674,2025-10-22 18:02:13 UTC,P,,,2023-05-01,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Hale Building,60 Fenwood Rd,,Boston,MA,02115,,,E,,Public,24 hours daily; Enel X Way app,ACCOUNT_BALANCE,,,,,16,,,Non-Networked,,200-8,42.33539,-71.10856,2023-06-12,261675,2025-10-22 18:02:13 UTC,P,,,2023-05-01,,,,,J1772,US,,,,Public,,public,,,HOSPITAL,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,EV CHARGING WACHUSETT LOT 2,145 Authority Dr,Rear end of parking lot past the commuter rail platform,Fitchburg,MA,01420,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.553055,-71.85021,2025-11-08,261728,2025-11-08 02:27:01 UTC,,,,2023-06-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,EV CHARGING WACHUSETT LOT 1,145 Authority Dr,"Rear end of parking lot, past the commuter rail platform",Fitchburg,MA,01420,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.55306,-71.85027,2025-11-08,261729,2025-11-08 02:27:01 UTC,,,,2023-06-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,EV CHARGING WACHUSETT LOT 3,145 Authority Dr,"Rear end of parking lot, past the commuter rail platform",Fitchburg,MA,01420,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.553062,-71.85015,2025-11-08,261730,2025-11-08 02:27:01 UTC,,,,2023-06-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,David Gooding Inc - Brockton,173 Spark St,,Brockton,MA,02302,,617-543-2027,E,,Public - Credit card at all times,Contact station for hours of availability,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io,GPS,42.1076431,-71.0206185,2023-06-12,262108,2024-01-31 22:07:01 UTC,P,,,2023-02-10,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OTHER,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Darthmouth Nissan,483 State Rd,,Dartmouth,MA,02747,,774-836-0798,E,,Public - Credit card at all times,Contact station for hours of availability,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,2,,,AMPUP,https://ampup.io,GPS,41.6403061,-71.0053346,2023-06-12,262109,2024-01-31 22:07:01 UTC,P,,,2023-01-11,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,CAR_DEALER,,,,,,,,,,,,,,,,,true,,,,,,,,LD,false,
ELEC,Hayden Research Campus - West Garage,65 Hayden Ave,,Lexington,MA,02421,,781-549-7193,E,,Public - Credit card at all times,Contact station for hours of availability,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,10,,,AMPUP,https://ampup.io,GPS,42.4235461,-71.2427809,2023-06-12,262110,2024-01-31 22:07:01 UTC,P,,,2023-01-11,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,RESEARCH_FACILITY,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Hayden Research Campus - East Garage,75 Hayden Ave,,Lexington,MA,02421,,781-549-7193,E,,Public - Credit card at all times,Contact station for hours of availability,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,18,,,AMPUP,https://ampup.io,GPS,42.424181,-71.2408318,2023-06-12,262111,2024-01-31 22:07:01 UTC,P,,,2023-01-17,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,RESEARCH_FACILITY,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Ledvance HQ 2,181 Ballardvale St,,Wilmington,MA,01887,,978-430-8419,E,,Public - Credit card at all times,Contact station for hours of availability,A ANDROID_PAY APPLE_PAY CREDIT D M,,,,,1,,,AMPUP,https://ampup.io,GPS,42.5891232,-71.1544244,2023-06-12,262112,2024-01-31 22:07:01 UTC,P,,,2023-04-27,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OFFICE_BLDG,,,,,,,,,,,,,,,,,false,,,,,,,,LD,true,
ELEC,Georgetown Town Hall,1 Library St,,Georgetown,MA,01833,,,E,,Public,Contact station for hours of availability,,,,,,2,,,AMPUP,https://ampup.io,GPS,42.7226242,-70.9928049,2023-11-09,262202,2024-01-31 22:07:01 UTC,LG,,,2023-04-26,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Georgetown Library,2 Maple St,,Georgetown,MA,01833,,,E,,Public,Contact station for hours of availability,,,,,,4,,,AMPUP,https://ampup.io,GPS,42.72470391,-70.98922358,2023-11-09,262203,2024-01-31 22:07:01 UTC,LG,,,2023-04-26,,,,,J1772,US,,,,Public,,public,,,LIBRARY,,,,,,,,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,EV Retro - 1 Monarch Drive,1 Monarch Dr,,Littleton,MA,01460,,,E,,Private,Contact station for hours of availability,,,,,,2,,,AMPUP,https://ampup.io,GPS,42.51711047,-71.51924672,2023-06-12,262204,2024-01-31 22:07:01 UTC,P,,,2023-04-17,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Main Facility Parking Lot,455 Forest St,,Marlborough,MA,01752,,,E,,Private,Contact station for hours of availability,,,,,,10,,,AMPUP,https://ampup.io,GPS,42.3316641,-71.5918676,2023-06-12,262205,2024-01-31 22:07:01 UTC,P,,,2023-01-17,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,Little Leaf Farms - Devens,105 Walker Rd,,Shirley,MA,01464,,,E,,Private,Contact station for hours of availability,,,,,,2,,,AMPUP,https://ampup.io,GPS,42.5630365,-71.6206335,2023-06-12,262206,2024-01-31 22:07:01 UTC,P,,,2023-04-03,,,,,J1772,US,,,,Privé,,private,,,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,LD,false,
ELEC,Evident Olympus Scientific,48 Woerd Ave,,Waltham,MA,02453,,,E,,Private,Contact station for hours of availability,,,,,,4,,,AMPUP,https://ampup.io,GPS,42.3625704,-71.2434387,2023-06-12,262207,2024-01-31 22:07:01 UTC,P,,,2023-04-17,,,,,J1772,US,,,,Privé,,private,,,OFFICE_BLDG,,,,,,,,,,,,,,,,,,,,,,,,,LD,true,
ELEC,BGO US CORE 200 RESRCH EV#1,200 Research Dr,200 RESRCH EV#1,Wilmington,MA,01887,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.60546,-71.157689,2025-11-08,262280,2025-11-08 02:21:27 UTC,,,,2023-06-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,"250 WATER EFEV3-149,150",250 Water St,,Cambridge,MA,02141,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.373029,-71.074236,2025-11-08,262284,2025-11-08 02:23:48 UTC,,,,2023-06-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BGO US CORE 500 RESRCH EV#2,500 Research Dr,,Wilmington,MA,01887,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.603748,-71.153332,2025-11-08,262298,2025-11-08 02:27:01 UTC,,,,2023-06-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CITYOFCAMBRIDGE CITY HALL # 2,795 Massachusetts Ave,Station is located on Inman across from st Mary's church,Cambridge,MA,02139,,888-758-4389,E,,Public,"Mon: 12:00am-8:00am, 8:00pm-12:00am; Tue: 12:00am-8:00am, 5:00pm-12:00am; Wed: 12:00am-8:00am, 5:00pm-12:00am; Thu: 12:00am-8:00am, 5:00pm-12:00am; Fri: 12:00am-8:00am, 5:00pm-12:00am; Sat: 12:00am-12:00am; Sun: 12:00am-12:00am",,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.367058,-71.105316,2025-11-08,262302,2025-11-08 02:27:05 UTC,,,,2023-06-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BGO US CORE 500 RESRCH EV#1,500 Research Dr,,Wilmington,MA,01887,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.6038,-71.153362,2025-11-08,262303,2025-11-08 02:27:09 UTC,,,,2023-06-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,FOUNDERS PARK STATION 2,380 Rear 1st Ave,,Needham,MA,02494,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.29906,-71.21875,2025-11-08,262375,2025-11-08 01:08:07 UTC,,,,2023-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,FOUNDERS PARK STATION 3,380 Rear 1st Ave,,Needham,MA,02494,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.299055,-71.21879,2025-11-08,262376,2025-11-08 01:08:07 UTC,,,,2023-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,FOUNDERS PARK STATION 4,380 Rear 1st Ave,,Needham,MA,02494,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.299044,-71.218793,2025-11-08,262377,2025-11-08 01:08:07 UTC,,,,2023-06-08,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,C & G GROUP LLC 65 ELM ST,65 Elm St,REAR DRIVE WAY,Worcester,MA,01609,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.265719,-71.808721,2025-11-08,262438,2025-11-08 01:38:04 UTC,,,,2023-06-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BGO US CORE 200 RESRCH EV#2,200 Research Dr,200 RESRCH EV#2,Wilmington,MA,01887,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.605392,-71.157688,2025-11-08,262517,2025-11-08 02:21:27 UTC,,,,2023-06-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BGO US CORE 600 RESRCH EV#2,600 Research Dr,Left side of main entrance,Wilmington,MA,01887,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.602633,-71.153255,2025-11-08,262519,2025-11-08 02:21:38 UTC,,,,2023-06-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BGO US CORE 600 RESRCH EV#1,600 Research Dr,Left side of building from main entrance,Wilmington,MA,01887,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.602555,-71.153299,2025-11-08,262520,2025-11-08 02:21:38 UTC,,,,2023-06-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,1025 TREE HOUSE 1,1025 Westfield St,Rear of parking lot,West Springfield,MA,01089,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.104411,-72.641008,2025-11-08,262588,2025-11-08 02:03:50 UTC,,,,2023-06-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BMAZ1 MAZDA FRONT,733 E Columbus Ave,,Springfield,MA,01105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.091823,-72.581478,2025-11-08,262592,2025-11-08 02:21:04 UTC,,,,2023-06-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BGO US CORE 800 RESRCH EV#2,800 Research Dr,Near main entrance,Wilmington,MA,01887,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.602754,-71.159011,2025-11-08,262593,2025-11-08 02:22:54 UTC,,,,2023-06-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BGO US CORE 800 RESRCH EV#1,800 Research Dr,Near main entrance,Wilmington,MA,01887,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.602742,-71.159093,2025-11-08,262594,2025-11-08 02:22:54 UTC,,,,2023-06-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BLACK SWAN INN RIGHT,435 Laurel St,Parking Lot,Lee,MA,01238,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.32179,-73.259976,2025-11-08,262601,2025-11-08 02:27:34 UTC,,,,2023-06-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BLACK SWAN INN LEFT,435 Laurel St,Parking Lot,Lee,MA,01238,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.321937,-73.260003,2025-11-08,262602,2025-11-08 02:27:34 UTC,,,,2023-06-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,LEYDEN 1 TOWN HALL ST #1,7 Brattleboro Rd,,Leyden,MA,01301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.691284,-72.628006,2025-11-08,262604,2025-11-08 02:27:35 UTC,,,,2023-06-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CHARGE STATION ECC-2,100 Boardman St,Middle charger,Boston,MA,02128,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.389216,-71.01176,2025-11-08,262722,2025-11-08 01:57:00 UTC,,,,2023-06-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CHARGE STATION ECC-3,100 Boardman St,Left charger,Boston,MA,02128,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.389279,-71.011713,2025-11-08,262723,2025-11-08 01:57:00 UTC,,,,2023-06-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CHARGE STATION ECC-1,100 Boardman St,Right side charger,Boston,MA,02128,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.389246,-71.011697,2025-11-08,262724,2025-11-08 01:57:00 UTC,,,,2023-06-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,1025 TREE HOUSE 2,Westfield / Silver (2),,West Springfield,MA,01089,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.104479,-72.640787,2025-11-08,262725,2025-11-08 02:03:50 UTC,,,,2023-06-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MASSDOT NEWTON S-PLAZ 1,6 MA-128,"Car parking area, first right after ramp.",Newton,MA,02462,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.330725,-71.254937,2025-11-08,262742,2025-11-08 02:27:39 UTC,,,,2023-06-15,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MASSDOT NEWTON S-PLAZ 2,6 MA-128,"Car parking area, first right after ramp.",Newton,MA,02462,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,https://www.chargepoint.com,GPS,42.330679,-71.254793,2025-11-08,262743,2025-11-08 02:27:39 UTC,,,,2023-06-15,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,380 R FIRST AVE STATION 5,380 Rear 1st Ave,First floor of garage,Needham,MA,02494,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.299422,-71.218155,2025-11-08,264560,2025-11-08 00:54:07 UTC,,,,2023-06-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,380 R FIRST AVE STATION 6,380 Rear 1st Ave,First floor of garage,Needham,MA,02494,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.299394,-71.218134,2025-11-08,264662,2025-11-08 00:55:04 UTC,,,,2023-06-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PERKINS MANOR,Perkins Dr,Behind manor,Lancaster,MA,01523,,888-758-4389,E,,Public,Mon: 7:00am-5:30pm; Tue: 7:00am-5:30pm; Wed: 7:00am-5:30pm; Thu: 7:00am-5:30pm; Fri: 7:00am-5:30pm,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.461632,-71.672198,2025-11-08,267043,2025-11-08 01:04:08 UTC,,,,2023-06-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,PERKINS HERMANN BLDG,Pinfeather Ln,Located in the Hermann parking lot,Lancaster,MA,01523,,888-758-4389,E,,Public,Mon: 7:00am-5:30pm; Tue: 7:00am-5:30pm; Wed: 7:00am-5:30pm; Thu: 7:00am-5:30pm; Fri: 7:00am-5:30pm,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.461855,-71.67097,2025-11-08,267048,2025-11-08 01:04:08 UTC,,,,2023-06-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,MIT FCU STATION 01,70 Westview St,,Lexington,MA,02421,,888-758-4389,E,,Public,Sat: 12:00am-12:00am; Sun: 12:00am-12:00am,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.472678,-71.259279,2025-11-08,267444,2025-11-08 01:05:06 UTC,,,,2023-06-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CROSS POINT CP NORTH LOT 2,2 Wellesley Ave,North lot by garage,Lowell,MA,01851,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.615153,-71.325565,2025-11-08,267723,2025-11-08 01:05:46 UTC,,,,2023-06-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,CROSS POINT CP NORTH LOT 1,2 Wellesley Ave,North lot by garage,Lowell,MA,01851,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.616053,-71.325999,2025-11-08,267855,2025-11-08 01:05:59 UTC,,,,2023-06-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,275 WYMAN # 5 ZOOM 1,275 Wyman St,,Waltham,MA,02451,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.399777,-71.256702,2025-11-08,289481,2025-11-08 01:47:33 UTC,,,,2023-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,275 WYMAN # 5 ZOOM 2,275 Wyman St,,Waltham,MA,02451,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.405952,-71.25527,2025-11-08,291263,2025-11-08 01:52:22 UTC,,,,2023-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BSSGO 1 - LEFT OF OFF,131 Seaport Blvd,"Alyx South Garage, Level P1",Boston,MA,02210,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.349865,-71.044337,2025-11-08,293648,2025-11-08 02:04:02 UTC,,,,2023-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BSSGO 2 - LEFT OF OFF,131 Seaport Blvd,"Alyx South Garage, Level P1",Boston,MA,02210,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.349851,-71.044329,2025-11-08,293649,2025-11-08 02:04:02 UTC,,,,2023-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BSSGO 3 - LEFT OF OFF,131 Seaport Blvd,"Alyx South Garage, Level P1",Boston,MA,02210,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.349866,-71.044363,2025-11-08,293650,2025-11-08 02:04:02 UTC,,,,2023-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BSSGO 4 - LEFT OF OFF,131 Seaport Blvd,"Alyx South Garage, Level P1",Boston,MA,02210,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.349863,-71.044324,2025-11-08,293651,2025-11-08 02:04:02 UTC,,,,2023-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BSSGO 5 - LEFT OF OFF,131 Seaport Blvd,"Alyx South Garage, Level P1",Boston,MA,02210,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.349854,-71.044368,2025-11-08,293652,2025-11-08 02:04:03 UTC,,,,2023-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BSSGO 6 - LEFT OF OFF,131 Seaport Blvd,"Alyx South Garage, Level P1",Boston,MA,02210,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.349838,-71.044347,2025-11-08,293653,2025-11-08 02:04:03 UTC,,,,2023-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BSSGO 7 - LEFT OF OFF,131 Seaport Blvd,"Alyx South Garage, Level P1",Boston,MA,02210,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.349896,-71.044338,2025-11-08,293654,2025-11-08 02:04:03 UTC,,,,2023-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
ELEC,BSSGO 8 - LEFT OF OFF,131 Seaport Blvd,"Alyx South Garage, Level P1",Boston,MA,02210,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,https://www.chargepoint.com,GPS,42.3499,-71.044316,2025-11-08,293655,2025-11-08 02:04:03 UTC,,,,2023-06-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,false,
